"Course Sections Id","Sec Name","Sec Short Title","Sec Min Cred","Sec Max Cred","Faculty First Initial & Last CSV","Sec Start Date","Sec End Date","Sec Status","Sec Printed Comments","Sec Meeting Info","Crs Desc","Course Types CSV"
"97988","REL-261-A","Religions of South Asia","4","","S.Hurley","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Course can only fulfill either REL or HEPT general education requirement, not both.","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Ockham House, Room 103","This course will introduce the religious and philosophical traditions of South Asia. Particularly, it will focus on historical, textual, and doctrinal foundations of Hinduism, Buddhism, Jainism, and Sikhism. It will analyze excerpts of their sacred scriptures, survey their beliefs, study their practices, and explore their ethical systems. Additional consideration will be given to contemporary issues facing these traditions.","RP,GL,PBK,REL,HEPT,INTCL"
"98114","REL-261-B","Religions of South Asia","4","","S.Hurley","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Course can only fulfill wither REL or HEPT gen ed req, not both","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Ockham House, Room 103","This course will introduce the religious and philosophical traditions of South Asia. Particularly, it will focus on historical, textual, and doctrinal foundations of Hinduism, Buddhism, Jainism, and Sikhism. It will analyze excerpts of their sacred scriptures, survey their beliefs, study their practices, and explore their ethical systems. Additional consideration will be given to contemporary issues facing these traditions.","RP,GL,PBK,REL,HEPT,INTCL"
"97995","RUS-202-A","Intermediate Russian","4","","L.Iudin-Nelson","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Completion of Russian 101 or consent of  instructor.","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Main, Room 211","A continuation of the study of Russian grammar. Speaking proficiency will be developed through active class participation. Emphasis will be placed on developing writing skills in Russian and in reading authentic texts. Students will continue developing listening comprehension skills through use of music and audiovisual materials.","PBK"
"97978","REL-222-A","Religion in America","4","","T.Green","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Course can only fulfill either REL or HB gen ed req, not both.","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Main, Room 111","A historical survey of the role of religion in American life, focusing on the interaction between religion and culture in the United States. The course will examine the development of religious pluralism in the U.S. and explore selected issues that have arisen and continue to affect American culture, such as religious liberty, revivalism, utopianism, immigration and ethnicity, slavery, fundamentalism, and the contributions of women and minorities.","RP,PBK,REL,HB,HIST"
"97979","REL-230-A","Philosophy of Religion","4","","G.Kopf","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Course can fulfill either REL OR HEPT gen educ requirement, but not both.","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Ockham House, Room 103","A study of attempts to bring rational justification and clarification to religious beliefs and practice, focusing primarily on the concepts of Christian theology. Topics will include: the existence and attributes of God, faith and reason, death and immortality, miracles and revelation, the problem of evil, and religious pluralism. (Same as philosophy 130.) Prerequisite: one of 101, 111, or 112.","RP,PBK,HEPT,REL"
"97980","REL-230-B","Philosophy of Religion","4","","G.Kopf","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Course can only fulfill either REL or HEPT gen ed req, not both","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Ockham House, Room 103","A study of attempts to bring rational justification and clarification to religious beliefs and practice, focusing primarily on the concepts of Christian theology. Topics will include: the existence and attributes of God, faith and reason, death and immortality, miracles and revelation, the problem of evil, and religious pluralism. (Same as philosophy 130.) Prerequisite: one of 101, 111, or 112.","RP,PBK,HEPT,REL"
"98113","REL-243-A","Environmental Ethics","4","","J.Martin-Schramm","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Course  can only fulfill either REL or HEPT gen  ed req, not both","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Valders, Room 349","A critical examination of issues in environmental ethics from diverse Christian perspectives. The course examines root causes of environmental problems, philosophical and theological assumptions about nature, and resources for response in Christian traditions. Particular attention is given to demographic and economic factors at the global level as well as personal consumption decisions at the local level. Case studies ground reflection in concrete situation. Typically offered during alternate years at Holden Village, a Lutheran retreat center in the Cascade Mountains of Washington state. Offered alternate years.","ENVMJ,PBK,REL,HEPT,RP"
"97983","REL-233-A","God and Gender","4","","W.Deifelt","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Course can only fulfill either REL or HE gen ed req, not both.","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Main, Room 213","An investigation of how our understanding and experience of gender are connected to our views of God, human beings, and the natural world. The course explores the works of a variety of thinkers and pays special attention to issues raised by feminist theologians who stand both inside and outside the Christian tradition. Possible topics include: language about God, human sexuality, views of women in the Bible, the nature of biblical authority, the feminist movement, the men's movement, images of nature in Western religious thought, and the ordination of women. (Same as WGST 337)","WGSMJ,RP,PBK,REL,HE,INTCL"
"98314","REL-316-A","Jesus and the Gospels","4","","S.Burke","2016/02/04 00:00:00","2016/05/19 00:00:00","A","This course will apply toward the REL or HEPT requirement, but not both. ","02/04/2016-05/12/2016 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Main, Room 111","An examination of the different ways in which the Jesus tradition was assimilated in the first two centuries of the Common Era. The course centers its attention on the four New Testament portraits of Jesus because they became the accepted interpretation of Jesus. Those portraits will be compared and contrasted with other ancient options available from recent discoveries. Topics studied will include: the canonical Gospels and the Synoptic problem, several non-canonical Gospels (including especially the Gospel according to Thomas), and the quest for the historical Jesus.","RP,PBK,REL,HEPT"
"97251","CHEM-114-A","The Enviro: a Chemical Persp","4","","C.Mertzenich","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Register for lecture and a lab. ","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Olin, Room 102","A study of the environment with emphasis on the relationship between technology and our surroundings. Laboratory work may include field studies in the surrounding area. The course is designed for non-science students with little or no science background. (Students who earn credit for 114 may not earn credit for CHEM 116).","NSL,PBK,NWL,ENVMJ"
"97992","REL-490-A","Senior Project","1","4","S.Burke","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Independent Studies Days to be Announced, Times to be Announced, Room to be Announced","","PBK"
"97999","SCI-110-A","Medical Terminology","1","","J.Edrington","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR","This course is designed to meet the needs of students anticipating careers in the health sciences. The course will focus on the origin and contemporary meaning of medical terms. This course does not count toward the natural science requirement.",""
"98000","SCI-111-A","Physical Science","4","","A.Winsauer","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 08:00AM - 10:00AM, Valders, Room 282","A basic course dealing with important aspects of the physical and chemical world. Topics include the development of the scientific method, Galileo, Newton, and the study of motion, work, energy, electricity and light, elements and the Periodic Law, compounds and chemical bonds, and the chemical nature of matter. The laboratory program will stress the development of skills in designing and conducting laboratory experiments. This course is intended for the student with no special background in science or mathematics. Strongly recommended for elementary education majors.","NSL,PBK,NWL"
"97252","CHEM-114L-A01"," The Env:Chemical Persp Lab","0","","C.Mertzenich","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lab Tuesday 12:45PM - 02:15PM, Sampson Hoffland Laboratories, Room 233","","PBK"
"97253","CHEM-114L-A02"," The Env:Chemical Persp Lab","0","","C.Mertzenich","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lab Thursday 12:45PM - 02:15PM, Sampson Hoffland Laboratories, Room 233","","PBK"
"98006","SCST-102-A","Elementary Norwegian II","4","","K.Gronningsaeter","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Completion of Scst 101 or consent of  instructor.","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Main, Room 217","Speaking Norwegian from the first day of class, students learn to apply a practical knowledge, first to their own situation in this country and subsequently to selected aspects of Norwegian culture ranging from everyday customs and manners, travel and shopping, to history, the arts and education.","PBK"
"98007","SCST-102-B","Elementary Norwegian II","4","","K.Gronningsaeter","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Completion of Scst 101 or consent of  instructor.","02/05/2016-05/13/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Main, Room 212","Speaking Norwegian from the first day of class, students learn to apply a practical knowledge, first to their own situation in this country and subsequently to selected aspects of Norwegian culture ranging from everyday customs and manners, travel and shopping, to history, the arts and education.","PBK"
"98008","SCST-102-C","Elementary Norwegian II","4","","M.Johnson","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Completion of Scst 101 or consent of  instructor.","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 02:45PM - 03:45PM, Main, Room 217","Speaking Norwegian from the first day of class, students learn to apply a practical knowledge, first to their own situation in this country and subsequently to selected aspects of Norwegian culture ranging from everyday customs and manners, travel and shopping, to history, the arts and education.","PBK"
"98009","SCST-202-A","Intermediate Norwegian","4","","K.Gronningsaeter","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Completion of Scst 201 or  consent of instructor.","02/04/2016-05/12/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Main, Room 218","Continuing to develop students' abilities to communicate in the language and to increase their knowledge of the country, the course combines readings from short stories, novels, and recent Norwegian feature films.  Students will be asked to conduct oral presentations, written analysis and contribute to course discussions that further their competencies in Norwegian language and the development of cultural and artistic understanding.","PBK,HE"
"98013","SOC-101-A","Intro To Sociology","4","","J.Kremer","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Olin, Room 106","Introduction to theoretical perspectives and foundational principles of ""thinking  sociologically."" Key concepts include: culture, inequality/poverty, deviance/crime, gender, social construction of reality, social change, and social structure.","SS,PBK,HBSSM"
"98014","SOC-101-B","Intro To Sociology","4","","C.Kunkel","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Koren, Room 218","Introduction to theoretical perspectives and foundational principles of ""thinking  sociologically."" Key concepts include: culture, inequality/poverty, deviance/crime, gender, social construction of reality, social change, and social structure.","SS,PBK,HBSSM"
"98015","SOC-101-C","Intro To Sociology","4","","R.Ferguson","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Larsen, Room 120","Introduction to theoretical perspectives and foundational principles of ""thinking  sociologically."" Key concepts include: culture, inequality/poverty, deviance/crime, gender, social construction of reality, social change, and social structure.","SS,PBK,HBSSM"
"98018","SOC-345-A","Constructs of Race and Racial","4","","C.Kunkel","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Koren, Room 218","This course examines the social construction of race as a concept and the racialization of US society. An assessment of how racialization has changed over time and has created various interactions between groups from Whites and enslaved Africans, Mexicans and Native Americans to present day race relations. We also examine how racialization both determines and impacts social structures and the attainment of societal honors, rewards and power in modern society. ","WGSMJ,PBK,HBSSM,INTCL"
"98019","SOC-350-A","Social Statistics","4","","R.Ferguson","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Main, Room 113","A first course in applied statistics that introduces descriptive and inferential statistics with a focus on developing and testing sociological hypotheses using quantitative data. Students will use statistical software to input and analyze their own small-scale survey data, as well as develop and test hypotheses using large, publicly available sociological datasets.","PBK,HBSSM"
"98021","SOC-472-A","Sem:Social Institutions","4","","C.Kunkel","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Seminar Monday, Wednesday, Friday 02:45PM - 03:45PM, Larsen, Room 120","An examination of selected major social institutions in American society (family, education, religion, politics, or industry), as well as their intersections and maintenance in social life.","PBK,HBSSM"
"97256","CHEM-152-A","Chemical Principles II","4","","J.Jefferson","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Register for a lecture and a lab section.  Students who earn credit for 151 may not earn credit for either 114 or 141.","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 102","General course intended primarily for students concentrating in the science area. Algebra skills are assumed. ","NSL,PBK,NWL,QUANT,ENVMJ"
"97257","CHEM-152-B","Chemical Principles II","4","","M.Wilker","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Register for a lecture and a lab section. Students who earn credit for 151 may not earn credit for either 114 or 141.","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Valders, Room 362","General course intended primarily for students concentrating in the science area. Algebra skills are assumed. ","NSL,PBK,NWL,QUANT,ENVMJ"
"98022","SOC-490-A","Senior Project","1","4","C.Kunkel,R.Ferguson,J.Kremer","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR","","PBK"
"98041","SW-101-A","Intro To Soc Work & Soc Welf","4","","B.Rhodes","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Loyalty Hall, Room 010","A survey course covering the development of the social welfare institution and the social work profession in the United States. Included is information on how social welfare and social work impact on diverse populations, populations at risk, and promotion of social and economic justice in our society. Content on social work values and ethics is interspersed throughout the course. ","SS,HB"
"98043","SW-201-A","Fund of Social Work Pract I","4","","B.Rhodes","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Consent of instructor or social work major.","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Koren, Room 216","An introduction to the generalist method of social work practice that includes the study and practice of basic counseling skills. This course provides a foundation model for social work practice which is built and expanded upon in SW 301 and SW 401.",""
"98044","SW-204-A","Human Behv in Soc Env I","4","","B.Rhodes","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Koren, Room 217","This course focuses on theories of human behavior and the interaction between behavior and the social environment. The course develops a conceptual framework for social work practice by examining knowledge and theory related to the development of human behavior across the life span in relation to individuals' emotional, spiritual, physical, intellectual, social and cultural contexts.  A life cycle approach is used to understand the experience of individuals in their environment and explore theories of human behavior and responses to life cycle challenges.  Human diversity, global perspectives, and an ecosystems approach to understanding human behavior are emphasized. ","PBK,HB"
"98046","SW-305-A","Research Methods for Soc Work","4","","G.Meyette","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Koren, Room 217","An introduction to social work research designed to increase the generalist practitioner's ability to understand, evaluate, and utilize the research literature for practice. A wide variety of social work research methods are examined with an emphasis on doing practice research.","PBK,HBSSM"
"98045","SW-304-A","Social Welfare Policy & Issues","4","","C.Mosher","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Koren, Room 120","An examination of social welfare policy from a theoretical basis to policy as a dimension of generalist social work practice. Includes a study of contemporary social welfare issues, programs and legislation. Emphasis is placed on issues relating to how social policy impacts on human diversity, populations at risk, and social and economic justice in the United States. Content on social work values and ethics is interspersed throughout the course.","PBK"
"97165","ANTH-103-A","Linguistic Anthropology","4","","L.Stanley","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Koren, Room 216","An introduction to human language, with an emphasis on the relationship between language and culture. Topics include the origin and evolution of language, primate communication, language acquisition, language and society, and current issues in linguistic anthropology, such as linguistic human rights and language death. Students will gain hands-on-experience with the methods and techniques of descriptive and historical-comparative linguistics.","FY,SS,PBK,HBSSM,INTCL"
"98047","SW-402-A","Field Instr in Soc Wk Pract","8","","G.Meyette","2016/02/04 00:00:00","2016/05/19 00:00:00","A","Graded credit/no credit.","02/04/2016-05/19/2016 Practicum or Clinicals Days to be Announced, Times to be AnnouncedArranged, Room ARR","A one semester block field placement in a human service agency with professional supervision, providing educationally directed practical experience, and supplemented by an on-campus professional seminar. Taken concurrently with SW 403. Prerequisites: all courses required for the major and consent of instructor.",""
"98048","SW-403-A","Professional Seminar","4","","G.Meyette","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Seminar Friday 09:00AM - 12:00PM, Koren, Room 223","Emphasis on integration of previous course content and the application of social work ethics, values, skills, and knowledge. Work-related issues of field placement are studied in preparation for generalist social work practice. Students give presentations to the class based upon their field learning. Taken concurrently with SW 402. Prerequisites: all courses required for the major and consent of instructor.","HBSSM"
"98049","SW-490-A","Senior Project","2","","G.Meyette","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR","A continuation of learning from SW 304 and SW 305. Students write a paper on policy analysis, or the research they have conducted, relevant to social work practice.",""
"98023","SPAN-101-A","Elementary Spanish I","4","","D.Thompson","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Main, Room 212","Introduction to the basic skills needed for communicating in Spanish. Stress on both oral and written forms. Intended for those with no previous Spanish study.","PBK"
"98024","SPAN-102-A","Elementary Spanish II","4","","D.Thompson","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Main, Room 218","Introduction to the basic skills needed for communicating in Spanish. Stress on both oral and written forms. Intended for those with no previous Spanish study.","PBK"
"98026","SPAN-201-A","Intermediate Spanish","4","","M.Strom","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Main, Room 213","This course is for students who have successfully completed at least one year of college-level Spanish or the equivalent.","PBK"
"98027","SPAN-201-B","Intermediate Spanish","4","","M.Strom","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/05/2016-05/13/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Main, Room 218","This course is for students who have successfully completed at least one year of college-level Spanish or the equivalent.","PBK"
"98028","SPAN-201-C","Intermediate Spanish","4","","N.Gates Madsen","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/05/2016-05/13/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Main, Room 217","This course is for students who have successfully completed at least one year of college-level Spanish or the equivalent.","PBK"
"98029","SPAN-201-D","Intermediate Spanish","4","","N.Gates Madsen","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/05/2016-05/13/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Main, Room 217","This course is for students who have successfully completed at least one year of college-level Spanish or the equivalent.","PBK"
"97166","ANTH-104-A","Archaeology","4","","C.Betts","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Koren, Room 218","Archaeology is the study of the human past through material remains. This course introduces students to the fundamental techniques employed by archaeologists to reconstruct the past. In addition to exploring the basic methodological foundations of archaeology this course provides an overview of world archaeology, including major developments in human prehistory and significant archaeological sites.","FY,SS,PBK,HBSSM,HIST,ENVMJ"
"98030","SPAN-302-A","Conversation & Listening Comp","4","","R.Tejada","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/05/2016-05/13/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Main, Room 212","This is a course for students who have completed intermediate-level coursework in Spanish and who have a solid background in Spanish grammar. Focus on developing speaking and oral comprehension skills, increasing proficency in extended narration and dialogue and developing knowledge of Spanish-speaking cultures.","PBK"
"98031","SPAN-302-B","Conversation & Listening Comp","4","","R.Tejada","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/05/2016-05/13/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Main, Room 212","This is a course for students who have completed intermediate-level coursework in Spanish and who have a solid background in Spanish grammar. Focus on developing speaking and oral comprehension skills, increasing proficency in extended narration and dialogue and developing knowledge of Spanish-speaking cultures.","PBK"
"98032","SPAN-303-A","Written Expression","4","","F.De Santis","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/12/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Main, Room 214","This is a course for students who have completed intermediate-level coursework in Spanish and who have a solid background in Spanish grammar. Focus on developing skills in writing and reading comprehension in a variety of cultural contexts. The course culminates in a research project.","PBK"
"98033","SPAN-303-B","Written Expression","4","","A.Alonso Estenoz","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Main, Room 214","This is a course for students who have completed intermediate-level coursework in Spanish and who have a solid background in Spanish grammar. Focus on developing skills in writing and reading comprehension in a variety of cultural contexts. The course culminates in a research project.","PBK"
"98035","SPAN-346-A","Intro Study Hispanic Lit","4","","R.Tejada","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/12/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Main, Room 212","An introduction to the basic dramatic, narrative, and poetic forms of Hispanic literature utilizing representative works of Spanish and Spanish-American authors. The course will focus on critical approaches to literature, introduce bibliographic resources, and continue development of writing proficiency.","HEPT,PBK,ENGMJ"
"97258","CHEM-152L-01","Chemical Principles II Lab","0","","C.Mertzenich","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lab Monday 02:00PM - 04:00PM, Sampson Hoffland Laboratories, Room 372","","PBK"
"97259","CHEM-152L-02","Chemical Principles II Lab","0","","A.Winsauer","2016/02/04 00:00:00","2016/05/19 00:00:00","A","","02/04/2016-05/19/2016 Lab Tuesday 11:30AM - 01:30PM, Sampson Hoffland Laboratories, Room 372","","PBK"
