,course_id,section_name,meeting_id,building_abb,room,monday,tuesday,wednesday,thursday,friday,saturday,sunday,frequency,section_status,days,section_title,min_credits,faculty_name,meeting_info,course_description,co_reqs,pre_reqs,building_names,faculty_first,faculty_last,division,department_abbreviation,department_name,course_num,seven_week,term,start_date,end_date,start_time,end_time,gen_ed_abb,gen_ed_names,same_as,max_credits,also_fulfills,section_comments,lab,c_id
10,99288,PSYC-241-A,59858.0,VALD,252,,Y,,Y,,,,W,A,TR,Psychology of Health/Illness,4,L.Toussaint,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Valders, Room 252","This course deals with the scientific and professional contributions of the discipline of psychology to the promotion and maintenance of health; the prevention and treatment of illness; and the identification of etiologic and diagnostic correlates of health, illness, and related dysfunctions.",,PSYC 130.,Valders Hall of Science,L,Toussaint,Social Sciences,PSYC,Psychology,241,0,Fall 2016,2016/08/31,2016/12/15,14:30,16:00,HB,Human Behavior,,0.0,,,,825
11,99290,PSYC-244-A,59859.0,VALD,345,Y,,Y,,Y,,,W,A,MWF,Animal Cognition,4,K.Gould,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Valders, Room 345","This course is an introduction to the study of cognition in animals, including how animals perceive, think, learn, remember, and communicate. We will explore these issues within both psychological and biological frameworks, and will include topics such as evolution of intelligence, cognition as adaptation, animal consciousness, and language in apes. An emphasis on comparing animal cognitive processes to human cognition will be part of the course.",,PSYC 130.,Valders Hall of Science,K,Gould,Social Sciences,PSYC,Psychology,244,0,Fall 2016,2016/08/31,2016/12/15,13:30,14:30,NWNL,Natural World Non-Lab,,0.0,,,,510
12,98839,MATH-123-A,59860.0,OLIN,201,Y,,Y,,Y,,,W,A,MWF,Mathematic for El School Teach,4,C.Wangsness,"08/31/2016-12/09/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Olin, Room 201","This course provides pre-service K-8 teachers a strong foundation in the mathematics content areas as described in NCTMs Principles and Standards for School Mathematics. The content standards include: Number and Operations, Algebra, Geometry, and Measurement. This course will engage students in standards-based mathematics learning to prepare them for the pedagogical practices they will learn in EDUC 325. Prerequisite: one year of high school algebra, one year of high school geometry and admission into the teacher education program. Co-requisite: EDUC 325 and 326.",,,Olin,C,Wangsness,Sciences,MATH,Mathematics,123,0,Fall 2016,2016/08/31,2016/12/15,12:15,13:15,QUANT,Quantitative,,0.0,,Coreq: Educ 325,,1053
13,98840,MATH-123-B,59861.0,OLIN,201,Y,,Y,,Y,,,W,A,MWF,Mathematic for El School Teach,4,C.Wangsness,"08/31/2016-12/09/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Olin, Room 201","This course provides pre-service K-8 teachers a strong foundation in the mathematics content areas as described in NCTMs Principles and Standards for School Mathematics. The content standards include: Number and Operations, Algebra, Geometry, and Measurement. This course will engage students in standards-based mathematics learning to prepare them for the pedagogical practices they will learn in EDUC 325. Prerequisite: one year of high school algebra, one year of high school geometry and admission into the teacher education program. Co-requisite: EDUC 325 and 326.",,,Olin,C,Wangsness,Sciences,MATH,Mathematics,123,0,Fall 2016,2016/08/31,2016/12/15,13:30,14:30,QUANT,Quantitative,,0.0,,Coreq: Educ 325 ,,1053
14,99413,MATH-140-A,59862.0,OLIN,104,Y,,Y,,Y,,,W,A,MWF,"Calc I with Review, Part A",4,R.Bernatz,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Olin, Room 104","MATH 140 and 141 cover all the material in MATH 151: Calculus I, while concurrently reviewing precalculus material. Algebraic and graphical representations of functions including: polynomial, rational, exponential, and logarithmic; techniques of solving equations and inequalities; modeling with various functions. An introduction to calculus concepts such as instantaneous rates of change: limits, derivatives; continuity; applications of derivatives. Graphing calculator use may be required. Prerequisite: a suggested placement.",,,Olin,R,Bernatz,Sciences,MATH,Mathematics,140,0,Fall 2016,2016/08/31,2016/12/15,08:00,09:00,QUANT,Quantitative,,0.0,,,,490
15,99414,MATH-140-B,59863.0,OLIN,104,Y,,Y,,Y,,,W,A,MWF,"Calc I with Review, Part A",4,R.Bernatz,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 104","MATH 140 and 141 cover all the material in MATH 151: Calculus I, while concurrently reviewing precalculus material. Algebraic and graphical representations of functions including: polynomial, rational, exponential, and logarithmic; techniques of solving equations and inequalities; modeling with various functions. An introduction to calculus concepts such as instantaneous rates of change: limits, derivatives; continuity; applications of derivatives. Graphing calculator use may be required. Prerequisite: a suggested placement.",,,Olin,R,Bernatz,Sciences,MATH,Mathematics,140,0,Fall 2016,2016/08/31,2016/12/15,09:15,10:15,QUANT,Quantitative,,0.0,,,,490
16,99415,MATH-140-C,59864.0,OLIN,104,Y,,Y,,Y,,,W,A,MWF,"Calc I with Review, Part A",4,R.Berger,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Olin, Room 104","MATH 140 and 141 cover all the material in MATH 151: Calculus I, while concurrently reviewing precalculus material. Algebraic and graphical representations of functions including: polynomial, rational, exponential, and logarithmic; techniques of solving equations and inequalities; modeling with various functions. An introduction to calculus concepts such as instantaneous rates of change: limits, derivatives; continuity; applications of derivatives. Graphing calculator use may be required. Prerequisite: a suggested placement.",,,Olin,R,Berger,Sciences,MATH,Mathematics,140,0,Fall 2016,2016/08/31,2016/12/15,11:00,12:00,QUANT,Quantitative,,0.0,,,,490
17,99416,MATH-140-D,59865.0,OLIN,106,Y,,Y,,Y,,,W,A,MWF,"Calc I with Review, Part A",4,R.Berger,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Olin, Room 106","MATH 140 and 141 cover all the material in MATH 151: Calculus I, while concurrently reviewing precalculus material. Algebraic and graphical representations of functions including: polynomial, rational, exponential, and logarithmic; techniques of solving equations and inequalities; modeling with various functions. An introduction to calculus concepts such as instantaneous rates of change: limits, derivatives; continuity; applications of derivatives. Graphing calculator use may be required. Prerequisite: a suggested placement.",,,Olin,R,Berger,Sciences,MATH,Mathematics,140,0,Fall 2016,2016/08/31,2016/12/15,12:15,13:15,QUANT,Quantitative,,0.0,,,,490
18,99417,MATH-140-E,59866.0,OLIN,104,Y,,Y,,Y,,,W,A,MWF,"Calc I with Review, Part A",4,J.Becker,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Olin, Room 104","MATH 140 and 141 cover all the material in MATH 151: Calculus I, while concurrently reviewing precalculus material. Algebraic and graphical representations of functions including: polynomial, rational, exponential, and logarithmic; techniques of solving equations and inequalities; modeling with various functions. An introduction to calculus concepts such as instantaneous rates of change: limits, derivatives; continuity; applications of derivatives. Graphing calculator use may be required. Prerequisite: a suggested placement.",,,Olin,J,Becker,Sciences,MATH,Mathematics,140,0,Fall 2016,2016/08/31,2016/12/15,13:30,14:30,QUANT,Quantitative,,0.0,,,,490
19,99418,MATH-140-F,59867.0,OLIN,104,Y,,Y,,Y,,,W,A,MWF,"Calc I with Review, Part A",4,J.Becker,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 02:45PM - 03:45PM, Olin, Room 104","MATH 140 and 141 cover all the material in MATH 151: Calculus I, while concurrently reviewing precalculus material. Algebraic and graphical representations of functions including: polynomial, rational, exponential, and logarithmic; techniques of solving equations and inequalities; modeling with various functions. An introduction to calculus concepts such as instantaneous rates of change: limits, derivatives; continuity; applications of derivatives. Graphing calculator use may be required. Prerequisite: a suggested placement.",,,Olin,J,Becker,Sciences,MATH,Mathematics,140,0,Fall 2016,2016/08/31,2016/12/15,14:45,15:45,QUANT,Quantitative,,0.0,,,,490
20,98847,MATH-151-A,59868.0,OLIN,105,Y,,Y,,Y,,,W,A,MWF,Calculus I,4,E.Westlund,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Olin, Room 105","Topics related to instantaneous rates of change: functions, limits, continuity, derivatives, mean value theorem and applications; antiderivatives and definite integrals. Graphing calculator use may be required. (Students who earn credit for MATH 151 may not earn credit for MATH 140 or 141). Prerequisite: three years of high school mathematics including algebra, trigonometry, and geometry, and a suggested placement.",,,Olin,E,Westlund,Sciences,MATH,Mathematics,151,0,Fall 2016,2016/08/31,2016/12/15,08:00,09:00,QUANT,Quantitative,,0.0,,,,491
21,98848,MATH-151-B,59869.0,OLIN,106,Y,,Y,,Y,,,W,A,MWF,Calculus I,4,J.Becker,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 106","Topics related to instantaneous rates of change: functions, limits, continuity, derivatives, mean value theorem and applications; antiderivatives and definite integrals. Graphing calculator use may be required. (Students who earn credit for MATH 151 may not earn credit for MATH 140 or 141). Prerequisite: three years of high school mathematics including algebra, trigonometry, and geometry, and a suggested placement.",,,Olin,J,Becker,Sciences,MATH,Mathematics,151,0,Fall 2016,2016/08/31,2016/12/15,09:15,10:15,QUANT,Quantitative,,0.0,,,,491
22,98849,MATH-151-C,59870.0,OLIN,106,Y,,Y,,Y,,,W,A,MWF,Calculus I,4,T.Occhipinti,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Olin, Room 106","Topics related to instantaneous rates of change: functions, limits, continuity, derivatives, mean value theorem and applications; antiderivatives and definite integrals. Graphing calculator use may be required. (Students who earn credit for MATH 151 may not earn credit for MATH 140 or 141). Prerequisite: three years of high school mathematics including algebra, trigonometry, and geometry, and a suggested placement.",,,Olin,T,Occhipinti,Sciences,MATH,Mathematics,151,0,Fall 2016,2016/08/31,2016/12/15,11:00,12:00,QUANT,Quantitative,,0.0,,,,491
23,98850,MATH-151-D,59871.0,OLIN,105,Y,,Y,,Y,,,W,A,MWF,Calculus I,4,T.Occhipinti,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 02:45PM - 03:45PM, Olin, Room 105","Topics related to instantaneous rates of change: functions, limits, continuity, derivatives, mean value theorem and applications; antiderivatives and definite integrals. Graphing calculator use may be required. (Students who earn credit for MATH 151 may not earn credit for MATH 140 or 141). Prerequisite: three years of high school mathematics including algebra, trigonometry, and geometry, and a suggested placement.",,,Olin,T,Occhipinti,Sciences,MATH,Mathematics,151,0,Fall 2016,2016/08/31,2016/12/15,14:45,15:45,QUANT,Quantitative,,0.0,,,,491
24,98852,MATH-152-A,59872.0,OLIN,113,Y,,Y,,Y,,,W,A,MWF,Calculus II,4,K.Fey,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Olin, Room 113","Applications of the definite integral, techniques of integration, differential equations, power series, Taylor series, and an introduction to computer algebra systems.",,"MATH 141 or 151, or suggested placement",Olin,K,Fey,Sciences,MATH,Mathematics,152,0,Fall 2016,2016/08/31,2016/12/15,08:00,09:00,QUANT,Quantitative,,0.0,,,,1032
25,98853,MATH-152-B,59873.0,OLIN,108,Y,,Y,,Y,,,W,A,MWF,Calculus II,4,E.Westlund,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 108","Applications of the definite integral, techniques of integration, differential equations, power series, Taylor series, and an introduction to computer algebra systems.",,"MATH 141 or 151, or suggested placement",Olin,E,Westlund,Sciences,MATH,Mathematics,152,0,Fall 2016,2016/08/31,2016/12/15,09:15,10:15,QUANT,Quantitative,,0.0,,,,1032
26,98854,MATH-152-C,59874.0,OLIN,108,Y,,Y,,Y,,,W,A,MWF,Calculus II,4,E.Westlund,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Olin, Room 108","Applications of the definite integral, techniques of integration, differential equations, power series, Taylor series, and an introduction to computer algebra systems.",,"MATH 141 or 151, or suggested placement",Olin,E,Westlund,Sciences,MATH,Mathematics,152,0,Fall 2016,2016/08/31,2016/12/15,11:00,12:00,QUANT,Quantitative,,0.0,,,,1032
27,99419,MATH-220-A,59875.0,OLIN,201,Y,,Y,,Y,,,W,A,MWF,Math Reason & Writing,4,R.Berger,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 201","This course introduces students to logic, set theory, and methods of proof.  The emphasis will be on learning to write rigorous mathematical proofs.  Topics will include induction, functions, equivalence relations, cardinality, combinatorics, and recurrence relations.",,MATH 152.,Olin,R,Berger,Sciences,MATH,Mathematics,220,0,Fall 2016,2016/08/31,2016/12/15,09:15,10:15,QUANT,Quantitative,,0.0,,,,763
28,98857,MATH-240-A,59876.0,OLIN,105,Y,,Y,,Y,,,W,A,MWF,Linear Algebra,4,K.Fey,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 105","Theory, computation, abstraction, and application are blended in this course, giving students a sense of what being a mathematics major is all about. Assignments will include computations to practice new techniques and proofs to deepen conceptual understanding. This course starts by solving systems of linear equations, views matrices as linear transformations between Euclidean spaces of various dimensions, makes connections between algebra and geometry, and then extends the theory to more general vector spaces. Topics include matrix algebra, vector spaces and subspaces, linear independence, determinants, bases, eigenvalues, eigenvectors, orthognality, and inner product spaces.",,,Olin,K,Fey,Sciences,MATH,Mathematics,240,0,Fall 2016,2016/08/31,2016/12/15,09:15,10:15,QUANT,Quantitative,,0.0,,,,600
29,98858,MATH-240-B,59877.0,OLIN,105,Y,,Y,,Y,,,W,A,MWF,Linear Algebra,4,K.Fey,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Olin, Room 105","Theory, computation, abstraction, and application are blended in this course, giving students a sense of what being a mathematics major is all about. Assignments will include computations to practice new techniques and proofs to deepen conceptual understanding. This course starts by solving systems of linear equations, views matrices as linear transformations between Euclidean spaces of various dimensions, makes connections between algebra and geometry, and then extends the theory to more general vector spaces. Topics include matrix algebra, vector spaces and subspaces, linear independence, determinants, bases, eigenvalues, eigenvectors, orthognality, and inner product spaces.",,,Olin,K,Fey,Sciences,MATH,Mathematics,240,0,Fall 2016,2016/08/31,2016/12/15,11:00,12:00,QUANT,Quantitative,,0.0,,,,600
30,98859,MATH-321-A,59878.0,OLIN,113,Y,,Y,,Y,,,W,A,MWF,Probability and Statistics I,4,P.Savariappan,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Olin, Room 113","Axioms and laws of probability, conditional probability, combinatorics, counting techniques, independence, discrete and continuous random variables, mathematical expectation, discrete probability distributions, continuous probability distributions, functions of random variables, joint probability distributions and random samples, statistics and their distributions, central limit theorem, distribution of a linear combination of random variables.",,,Olin,P,Savariappan,Sciences,MATH,Mathematics,321,0,Fall 2016,2016/08/31,2016/12/15,11:00,12:00,QUANT,Quantitative,,0.0,,,,887
31,98860,MATH-321-B,59879.0,OLIN,113,Y,,Y,,Y,,,W,A,MWF,Probability and Statistics I,4,P.Savariappan,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Olin, Room 113","Axioms and laws of probability, conditional probability, combinatorics, counting techniques, independence, discrete and continuous random variables, mathematical expectation, discrete probability distributions, continuous probability distributions, functions of random variables, joint probability distributions and random samples, statistics and their distributions, central limit theorem, distribution of a linear combination of random variables.",,,Olin,P,Savariappan,Sciences,MATH,Mathematics,321,0,Fall 2016,2016/08/31,2016/12/15,13:30,14:30,QUANT,Quantitative,,0.0,,,,887
32,98861,MATH-327-A,59880.0,OLIN,113,Y,,Y,,Y,,,W,A,MWF,Applied Stats I,4,P.Savariappan,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 113","Regression Analysis: Least square estimates, simple linear regression, multiple linear regression, hypothesis testing and confidence intervals for linear regression models, prediction intervals, and ANOVA. Model diagnostics including tests of constant variance assumptions, serial correlation, and multicollinearity. Time series: Linear time series, moving average, autoregressive, and ARIMA models. Estimation and forecasting. Forecast errors and confidence intervals.",,"MATH-321, BIO-256, PSYC-350, SOC-350, ECON-242, or MGT-150",Olin,P,Savariappan,Sciences,MATH,Mathematics,327,0,Fall 2016,2016/08/31,2016/12/15,09:15,10:15,QUANT,Quantitative,,0.0,,,,632
33,98862,MATH-351-A,59881.0,OLIN,113,Y,,Y,,Y,,,W,A,MWF,Ordinary Differential Equat,4,R.Bernatz,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Olin, Room 113","Differential equations is an area of theoretical and applied mathematics in which there are a large number of important problems associated with the physical, biological, and social sciences. Analytic (separation, integration factors, and Laplace transforms), qualitative (phase and bifurcation diagrams), and numerical (Runge-Kutta) methods are developed for linear and nonlinear first- and higher-order single equations as well as linear and non-linear systems of first-order equations. Emphasis is given to applications and extensive use of a computer algebra system.",,,Olin,R,Bernatz,Sciences,MATH,Mathematics,351,0,Fall 2016,2016/08/31,2016/12/15,12:15,13:15,QUANT,Quantitative,,0.0,,,,540
34,98865,MATH-471-A,59882.0,OLIN,108,Y,,Y,,Y,,,W,A,MWF,Abstract Algebra I,4,T.Occhipinti,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Olin, Room 108","Real numbers and integers satisfy many nice properties under addition and multiplication, but other sets behave differently: matrix multiplication and composition of functions are noncommutative operations. Which properties (associativity, commutativity, identity, inverses) are satisfied by operations on sets determine the basic algebraic structure: group, ring, or field. The internal structure (subgroups, cosets, factor groups, ideals), and operation-preserving mappings between sets, (isomorphisms, homomorphisms)are examined. Emphasis is on theory and proof, although important applications in symmetry groups, cryptography, and error-correcting codes may also be covered.",,,Olin,T,Occhipinti,Sciences,MATH,Mathematics,471,0,Fall 2016,2016/08/31,2016/12/15,13:30,14:30,QUANT,Quantitative,,0.0,,,,1074
35,98866,MATH-490-A,59883.0,ARR,ARR,,,,,,,,W,A,,Senior Project,1,"J.Becker,R.Berger,R.Bernatz,E.Westlund,P.Savariappan,M.Johnson,K.Fey,T.Occhipinti","08/31/2016-12/15/2016 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,,,To be Announced,"J, R, R, E, P, M, K, T","Becker, Berger, Bernatz, Westlund, Savariappan, Johnson, Fey, Occhipinti",Sciences,MATH,Mathematics,490,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,4.0,,,,581
36,99420,MATH-339-A,59884.0,OLIN,108,Y,,Y,,Y,,,W,A,MWF,Game Theory and Applications,4,M.Johnson,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Olin, Room 108","Ever wonder why people make the decisions they do In this upper division course on Game Theory, we will investigate the interactions of decision-makers from a mathematical perspective, using mathematical models called games.  Topics will include the theory of rational choice, payoff functions, strategic games, Nash equilibrium, dominated actions, mixed strategies, and extensive games.  We will also look at applications of game theory to economics, evolutionary stability, voting theory, auction theory, and others.",,MATH 253.,Olin,M,Johnson,Sciences,MATH,Mathematics,339,0,Fall 2016,2016/08/31,2016/12/15,12:15,13:15,"HBSSM,QUANT","Human Behavior Social Science Methods,Quantitative",,0.0,HB,,,531
37,99291,PSYC-349-A,59885.0,VALD,349,Y,,Y,,Y,,,W,A,MWF,Research Methods in Psychology,2,J.Sprung,"08/31/2016-10/13/2016 Lecture - First 7 Weeks Monday, Wednesday, Friday 08:00AM - 09:00AM, Valders, Room 349","This course provides an introduction to the ways in which the scientific method is applied to psychology. Attention is given to the methods used by psychologists to describe, predict, and explain psychological phenomena. Students will learn the nature of observational, quasti-experimental, and experimental methods, with a specific focus on issues of reliability and validity.",,PSYC 130.,Valders Hall of Science,J,Sprung,Social Sciences,PSYC,Psychology,349,1,Fall 2016,2016/08/31,2016/10/13,08:00,09:00,,,,0.0,,First seven weeks.,,1073
38,99292,PSYC-350-A,59886.0,VALD,350,,Y,,Y,,,,W,A,TR,Behavioral Statistics,4,L.Toussaint,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Valders, Room 350",A first course in statistics which introduces descriptive and inferential statistical tools as they apply to organization and analysis of data in the behavioral sciences.,,PSYC 130; MATH 110 or MATH 115 or MATH 140 (preferred) or above. ,Valders Hall of Science,L,Toussaint,Social Sciences,PSYC,Psychology,350,0,Fall 2016,2016/08/31,2016/12/15,11:00,12:30,,,,0.0,,,,629
