Course Sections Id,Sec Name,Sec Short Title,Sec Min Cred,Sec Max Cred,Faculty First Initial & Last CSV,Sec Start Date,Sec End Date,Sec Status,Sec Printed Comments,Sec Meeting Info,Crs Desc,Course Types CSV
96557,RUS-201-A,Intermediate Russian,4,,L.Iudin-Nelson,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Main, Room 211",A continuation of the study of Russian grammar. Speaking proficiency will be developed through active class participation. Emphasis will be placed on developing writing skills in Russian and in reading authentic texts. Students will continue developing listening comprehension skills through use of music and audiovisual materials.,PBK
96548,REL-251-A,Judaism,4,,A.Henning,9/2/2015 0:00:00,12/17/2015 0:00:00,A,"Course can only fulfill either Rel or HEPT gen ed req, not both.","09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Main, Room 112","The course will provide a basic introduction to the development of Judaism as a religious culture from its beginnings to the present day. By reading primary texts from the bibical, rabbinic, medieval, and modern periods, students will examine religious experiences, worldviews, beliefs, behaviors, and symbols of the Jewish tradition, and the historical forces - cultural, political, social and economic - that have shaped Judaism. Throughout the course we will address issues raised by the history of Judaism that are particularly relevant today - imperialism, genocide, post-Holocaust theology, the State of Israel, gender, and so on.","RP,PBK,REL,HEPT,HIST,INTCL"
96748,REL-235-A,Science & Religion,4,,R.Shedinger,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Valders, Room 254","Ever since the rise of modern science in the 17th-century, a lively debate has ensued in the West centered on supposed conflicts between the methods and content of science and those of the religion. Can the universe be explained by appeal to natural processes alone or is it necessary to posit the reality of a non-material (or spiritual) dimension?  Where can traditional religious understandings fit into a world dominated by scientific truth?  This course will explore these questions through an exploration of the creation/evolution debate, theories of emergence and mind, and modern cosmological theories, considering in each case the implications of how we answer these questions for the building of a sustainable future.","RP,PBK,REL"
96544,REL-227-A,Luther and Lutheranism,4,,W.Deifelt,9/2/2015 0:00:00,12/17/2015 0:00:00,A,"Course can only fulfill either Rel or HEPT gen ed req, not both.","09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Main, Room 111","This course closely examines the life and thought of Martin Luther, provides an overview of the development of Lutheran Churches from the Reformation to the present, and explores some of the issues debated in Lutheran Churches today. Prerequisite: one of 101, 111, or 112.","RP,PBK,REL,HEPT,HIST"
96749,REL-241-A,Christian Ethics,4,,J.Martin-Schramm,9/2/2015 0:00:00,12/17/2015 0:00:00,A,"Course can only fulfill either REL or HEPT gen ed req, not both","09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Valders, Room 345","An introduction to the biblical and theological sources of Christian ethics, types of moral theories, and methods of moral deliberation. Students develop a moral framework for a response to a variety of issues related to human sexuality, business, ecology, business, medicine, and war.","RP,PBK,REL,HEPT"
96750,REL-241-B,Christian Ethics,4,,J.Martin-Schramm,9/2/2015 0:00:00,12/17/2015 0:00:00,A,"Course can only fulfill either REL or HEPT gen ed req, not both","09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Valders, Room 345","An introduction to the biblical and theological sources of Christian ethics, types of moral theories, and methods of moral deliberation. Students develop a moral framework for a response to a variety of issues related to human sexuality, business, ecology, business, medicine, and war.","RP,PBK,REL,HEPT"
96751,REL-242-A,Dietrich Bonhoeffer,4,,J.Martin-Schramm,9/2/2015 0:00:00,12/17/2015 0:00:00,A,"Course can only fulfill either REL or HEPT gen ed req, not both.","09/02/2015-12/17/2015 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Valders, Room 375","An introduction to the life and thought of Dietrich Bonhoeffer, a Lutheran theologian executed for his participation in a conspiracy to assassinate Adolf Hitler. His theological ethics are examined in their historical context through three major primary texts: The Cost of Discipleship, Ethics, and Letters and Papers from Prison. Attention is given to the significance of Bonhoeffer's work for today. Offered alternate years.","RP,PBK,REL,HEPT"
96552,REL-375-A,Directed Readings,1,4,R.Shedinger,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,"PBK,JT2"
96554,REL-490-A,Senior Project,1,,S.Burke,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,PBK
96563,SCI-110-A,Medical Terminology,1,,J.Edrington,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",This course is designed to meet the needs of students anticipating careers in the health sciences. The course will focus on the origin and contemporary meaning of medical terms. This course does not count toward the natural science requirement.,
96573,SCST-101-A,Elementary Norwegian I,4,,K.Gronningsaeter,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/09/2015-12/11/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Olin, Room 209","Speaking Norwegian from the first day of class, students learn to apply a practical knowledge, first to their own situation in this country and subsequently to selected aspects of Norwegian culture ranging from everyday customs and manners, travel and shopping, to history, the arts, and education.",PBK
96574,SCST-101-B,Elementary Norwegian I,4,,K.Gronningsaeter,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/07/2015-12/11/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Main, Room 217","Speaking Norwegian from the first day of class, students learn to apply a practical knowledge, first to their own situation in this country and subsequently to selected aspects of Norwegian culture ranging from everyday customs and manners, travel and shopping, to history, the arts, and education.",PBK
96575,SCST-101-C,Elementary Norwegian I,4,,M.Johnson,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 02:45PM - 03:45PM, Main, Room 217","Speaking Norwegian from the first day of class, students learn to apply a practical knowledge, first to their own situation in this country and subsequently to selected aspects of Norwegian culture ranging from everyday customs and manners, travel and shopping, to history, the arts, and education.",PBK
96576,SCST-201-A,Intermediate Norwegian,4,,K.Gronningsaeter,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/16/2015-12/11/2015 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Main, Room 217","With the aim of developing ease in the students' ability to communicate in the language and to increase their knowledge of the country, the course combines readings, recent Norwegian feature films, oral discussions, dramatization, and written compositions with a general review of grammar and pronunciation.",PBK
95812,CHEM-151-A,Chemical Principles I,4,,J.Jefferson,9/2/2015 0:00:00,12/17/2015 0:00:00,A,"Students who earn credit for Chem 151 may not earn credit for Chem 114, 116, or 141. You must register for one lecture and one lab.","09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Valders, Room 362","General course with laboratory intended primarily for students concentrating in the science area. Algebra skills are assumed. (Students who earn credit for 151 may not earn credit for CHEM 114, 116, or 141).","NSL,PBK,NWL,QUANT,ENVMJ,QSR"
95813,CHEM-151-B,Chemical Principles I,4,,M.Wilker,9/2/2015 0:00:00,12/17/2015 0:00:00,A,See note for Chem-151A.,"09/03/2015-12/10/2015 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Valders, Room 362","General course with laboratory intended primarily for students concentrating in the science area. Algebra skills are assumed. (Students who earn credit for 151 may not earn credit for CHEM 114, 116, or 141).","NSL,PBK,NWL,QUANT,ENVMJ,QSR"
95814,CHEM-151-C,Chemical Principles I,4,,C.Mertzenich,9/2/2015 0:00:00,12/17/2015 0:00:00,A,See note for Chem-151-A.,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Olin, Room 102","General course with laboratory intended primarily for students concentrating in the science area. Algebra skills are assumed. (Students who earn credit for 151 may not earn credit for CHEM 114, 116, or 141).","NSL,PBK,NWL,QUANT,ENVMJ,QSR"
96901,SCST-395-A,Independent Study,1,4,K.Gronningsaeter,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,"PBK,JT2"
96578,SOC-101-A,Intro To Sociology,4,,R.Ferguson,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 02:45PM - 03:45PM, Koren, Room 218","Introduction to theoretical perspectives and foundational principles of ""thinking  sociologically."" Key concepts include: culture, inequality/poverty, deviance/crime, gender, social construction of reality, social change, and social structure.","SS,PBK,HBSSM"
96579,SOC-101-B,Intro To Sociology,4,,C.Kunkel,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Koren, Room 216","Introduction to theoretical perspectives and foundational principles of ""thinking  sociologically."" Key concepts include: culture, inequality/poverty, deviance/crime, gender, social construction of reality, social change, and social structure.","SS,PBK,HBSSM"
96580,SOC-101-C,Intro To Sociology,4,,J.Kremer,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/03/2015-12/10/2015 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Koren, Room 216","Introduction to theoretical perspectives and foundational principles of ""thinking  sociologically."" Key concepts include: culture, inequality/poverty, deviance/crime, gender, social construction of reality, social change, and social structure.","SS,PBK,HBSSM"
95815,CHEM-151L-01,Chemical Principles I Lab,0,,A.Winsauer,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/07/2015-12/07/2015 Lab Monday 02:45PM - 04:45PM, Sampson Hoffland Laboratories, Room 372",,PBK
95816,CHEM-151L-02,Chemical Principles I Lab,0,,C.Mertzenich,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/08/2015-12/08/2015 Lab Tuesday 11:30AM - 01:30PM, Sampson Hoffland Laboratories, Room 233",,PBK
95817,CHEM-151L-03,Chemical Principles I Lab,0,,A.Winsauer,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/08/2015-12/08/2015 Lab Tuesday 11:00AM - 01:00PM, Sampson Hoffland Laboratories, Room 372",,PBK
95818,CHEM-151L-04,Chemical Principles I Lab,0,,C.Mertzenich,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/08/2015-12/08/2015 Lab Tuesday 01:45PM - 03:45PM, Sampson Hoffland Laboratories, Room 372",,PBK
95819,CHEM-151L-05,Chemical Principles I Lab,0,,J.Jefferson,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/08/2015-12/08/2015 Lab Tuesday 02:30PM - 04:30PM, Sampson Hoffland Laboratories, Room 233",,PBK
95820,CHEM-151L-06,Chemical Principles I Lab,0,,J.Jefferson,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/09/2015 Lab Wednesday 03:00PM - 05:00PM, Sampson Hoffland Laboratories, Room 372",,PBK
95821,CHEM-151L-07,Chemical Principles I Lab,0,,A.Winsauer,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/03/2015-12/10/2015 Lab Thursday 07:30AM - 09:30AM, Sampson Hoffland Laboratories, Room 372",,PBK
95822,CHEM-151L-08,Chemical Principles I Lab,0,,C.Mertzenich,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/03/2015-12/10/2015 Lab Thursday 11:30AM - 01:30PM, Sampson Hoffland Laboratories, Room 372",,PBK
95823,CHEM-151L-09,Chemical Principles I Lab,0,,C.Mertzenich,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/03/2015-12/10/2015 Lab Thursday 02:30PM - 04:30PM, Sampson Hoffland Laboratories, Room 372",,PBK
96583,SOC-301-A,Research Methodology,4,,R.Ferguson,9/2/2015 0:00:00,12/17/2015 0:00:00,A,Open to juniors and seniors only.,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Olin, Room 301","Examines the process of conducting and evaluating sociological research.  Areas of emphasis include: research design, techniques of sampling, methods of data collection, principles of measurement, basic methods of data analysis, and ethical consideration.","PBK,HBSSM"
96743,SOC-356-A,Environmental Sociology,4,,J.Kremer,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Valders, Room 362","Examines how cultural, social and economic forces shape the relationships between societies and their natural environments.  Environmental dynamics such as pollution and natural resource use are connected with social dynamics of human population, industrial production, poverty, urban planning, and consumer culture.  Examination of environmental movements and counter-movements illustrate how understandings of the natural environment change over time and are often in contention.","PBK,HBSSM,ENVMJ"
96586,SOC-490-A,Senior Project,1,4,"C.Kunkel,R.Ferguson,J.Kremer",9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,PBK
96608,SW-101-A,Intro To Soc Work & Soc Welf,4,,G.Meyette,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Loyalty Hall, Room 010","A survey course covering the development of the social welfare institution and the social work profession in the United States. Included is information on how social welfare and social work impact on diverse populations, populations at risk, and promotion of social and economic justice in our society. Content on social work values and ethics is interspersed throughout the course. ","SS,HB"
96610,SW-201-A,Fund of Social Work Pract I,4,,C.Mosher,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/03/2015-12/10/2015 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Loyalty Hall, Room 010",An introduction to the generalist method of social work practice that includes the study and practice of basic counseling skills. This course provides a foundation model for social work practice which is built and expanded upon in SW 301 and SW 401.,
96611,SW-301-A,Social Work Pract II,4,,G.Meyette,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Koren, Room 120",Applies the generalist model learned in SW 201 to social work practice with families and groups. Skills for family and group work are developed through a laboratory group and an experience leading a group in the community.,
96613,SW-401-A,Social Work Practice III,4,,L.Zook,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/03/2015-12/10/2015 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Koren, Room 218","Application of the generalist model to working with task groups in organizations and communities and how this work impacts on human diversity, populations at risk, and social and economic justice. Content on social work values and ethics is interspersed throughout the course. A knowledge base and skills for community social work will be developed.",
96614,SW-402-A,Field Instr in Soc Wk Pract,8,,G.Meyette,9/2/2015 0:00:00,12/17/2015 0:00:00,A,Graded credit/no credit.,"09/02/2015-12/17/2015 Practicum or Clinicals Days to be Announced, Times to be AnnouncedArranged, Room ARR","A one semester block field placement in a human service agency with professional supervision, providing educationally directed practical experience, and supplemented by an on-campus professional seminar. Taken concurrently with SW 403. Prerequisites: all courses required for the major and consent of instructor.",
96615,SW-403-A,Professional Seminar,4,,G.Meyette,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Seminar Days to be Announced, Times to be AnnouncedArranged, Room ARR","Emphasis on integration of previous course content and the application of social work ethics, values, skills, and knowledge. Work-related issues of field placement are studied in preparation for generalist social work practice. Students give presentations to the class based upon their field learning. Taken concurrently with SW 402. Prerequisites: all courses required for the major and consent of instructor.",HBSSM
96616,SW-490-A,Senior Project,2,,"B.Rhodes,C.Mosher,G.Meyette",9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/11/2015 Independent Studies Monday, Wednesday, Friday 11:00AM - 12:00PM, Koren, Room 223","A continuation of learning from SW 304 and SW 305. Students write a paper on policy analysis, or the research they have conducted, relevant to social work practice.",
96587,SPAN-102-A,Elementary Spanish II,4,,M.Strom,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/16/2015-12/11/2015 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Main, Room 218",Introduction to the basic skills needed for communicating in Spanish. Stress on both oral and written forms. Intended for those with no previous Spanish study.,PBK
96588,SPAN-102-B,Elementary Spanish II,4,,M.Strom,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Main, Room 217",Introduction to the basic skills needed for communicating in Spanish. Stress on both oral and written forms. Intended for those with no previous Spanish study.,PBK
96589,SPAN-102-C,Elementary Spanish II,4,,M.Strom,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Main, Room 217",Introduction to the basic skills needed for communicating in Spanish. Stress on both oral and written forms. Intended for those with no previous Spanish study.,PBK
96590,SPAN-102-D,Elementary Spanish II,4,,D.Thompson,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Main, Room 217",Introduction to the basic skills needed for communicating in Spanish. Stress on both oral and written forms. Intended for those with no previous Spanish study.,PBK
96591,SPAN-102-E,Elementary Spanish II,4,,D.Thompson,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/07/2015-12/11/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Larsen, Room 120",Introduction to the basic skills needed for communicating in Spanish. Stress on both oral and written forms. Intended for those with no previous Spanish study.,PBK
96592,SPAN-201-A,Intermediate Spanish,4,,D.Thompson,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Main, Room 213",This course is for students who have successfully completed at least one year of college-level Spanish or the equivalent.,PBK
96593,SPAN-201-B,Intermediate Spanish,4,,N.Gates Madsen,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Larsen, Room 120",This course is for students who have successfully completed at least one year of college-level Spanish or the equivalent.,PBK
96594,SPAN-201-C,Intermediate Spanish,4,,D.Schweizer,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Main, Room 218",This course is for students who have successfully completed at least one year of college-level Spanish or the equivalent.,PBK
96595,SPAN-201-D,Intermediate Spanish,4,,A.Alonso Estenoz,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Main, Room 213",This course is for students who have successfully completed at least one year of college-level Spanish or the equivalent.,PBK
96596,SPAN-201-E,Intermediate Spanish,4,,A.Alonso Estenoz,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Main, Room 213",This course is for students who have successfully completed at least one year of college-level Spanish or the equivalent.,PBK
96735,ANTH-104-A,Archaeology,4,,C.Betts,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/11/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Koren, Room 217","Archaeology is the study of the human past through material remains. This course introduces students to the fundamental techniques employed by archaeologists to reconstruct the past. In addition to exploring the basic methodological foundations of archaeology this course provides an overview of world archaeology, including major developments in human prehistory and significant archaeological sites.","FY,SS,PBK,HBSSM,HIST,ENVMJ"
96597,SPAN-302-A,Conversation & Listening Comp,4,,R.Tejada,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Main, Room 212","This is a course for students who have completed intermediate-level coursework in Spanish and who have a solid background in Spanish grammar. Focus on developing speaking and oral comprehension skills, increasing proficency in extended narration and dialogue and developing knowledge of Spanish-speaking cultures.",PBK
96598,SPAN-302-B,Conversation & Listening Comp,4,,N.Gates Madsen,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Main, Room 212","This is a course for students who have completed intermediate-level coursework in Spanish and who have a solid background in Spanish grammar. Focus on developing speaking and oral comprehension skills, increasing proficency in extended narration and dialogue and developing knowledge of Spanish-speaking cultures.",PBK
96599,SPAN-302-C,Conversation & Listening Comp,4,,N.Gates Madsen,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Main, Room 212","This is a course for students who have completed intermediate-level coursework in Spanish and who have a solid background in Spanish grammar. Focus on developing speaking and oral comprehension skills, increasing proficency in extended narration and dialogue and developing knowledge of Spanish-speaking cultures.",PBK
96600,SPAN-303-A,Written Expression,4,,F.De Santis,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Main, Room 212",This is a course for students who have completed intermediate-level coursework in Spanish and who have a solid background in Spanish grammar. Focus on developing skills in writing and reading comprehension in a variety of cultural contexts. The course culminates in a research project.,PBK
96601,SPAN-303-B,Written Expression,4,,A.Alonso Estenoz,9/2/2015 0:00:00,12/17/2015 0:00:00,A,,"09/02/2015-12/17/2015 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Main, Room 213",This is a course for students who have completed intermediate-level coursework in Spanish and who have a solid background in Spanish grammar. Focus on developing skills in writing and reading comprehension in a variety of cultural contexts. The course culminates in a research project.,PBK
