,course_id,section_name,meeting_id,building_abb,room,monday,tuesday,wednesday,thursday,friday,saturday,sunday,frequency,section_status,days,section_title,min_credits,faculty_name,meeting_info,course_description,building_names,faculty_first,faculty_last,division,department_abbreviation,department_name,course_num,seven_week,term,start_date,end_date,start_time,end_time,gen_ed_abb,gen_ed_names,same_as,max_credits,also_fulfills,section_comments,pre_reqs,co_reqs,lab,c_id
158,97988,REL-261-A,58655.0,OCKH,103,Y,,Y,,Y,,,W,A,MWF,Religions of South Asia,4,S.Hurley,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Ockham House, Room 103","This course will introduce the religious and philosophical traditions of South Asia. Particularly, it will focus on historical, textual, and doctrinal foundations of Hinduism, Buddhism, Jainism, and Sikhism. It will analyze excerpts of their sacred scriptures, survey their beliefs, study their practices, and explore their ethical systems. Additional consideration will be given to contemporary issues facing these traditions.",Ockham House,S,Hurley,Humanities,REL,Religion,261,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:00,"REL,HEPT,INTCL","Religion,Human Expression Primary Text,Intercultural",,0.0,HE,"Course can only fulfill either REL or HEPT general education requirement, not both.",,,,486
159,97173,ART-103-A,58656.0,CART,215,Y,,Y,,Y,,,W,A,MWF,Foundations:Circa NOW,2,L.Lovelace,"02/04/2016-03/18/2016 Lecture - First 7 Weeks Monday, Wednesday, Friday 11:00AM - 12:00PM, Center for the Arts, Room 215","This course introduces students to current art trends and theoretical preoccupations.  We will begin to investigate visual language, its purpose, and its cultural and historical import with an emphasis on contemporary art and critical theory that has informed art production in the last 75 years.  Students will endeavor to find a place for themselves within this tradition and critically reflect on their own artistic values and concerns.",Center for the Arts,L,Lovelace,Humanities,ART,Art,103,1,Spring 2016,2016/02/04,2016/03/18,11:00,12:00,,,,0.0,,First seven weeks. Course fee is $35 for museum trip.  This course is highly recommended for first-year art majors and minors.,,,,662
160,98114,REL-261-B,58657.0,OCKH,103,Y,,Y,,Y,,,W,A,MWF,Religions of South Asia,4,S.Hurley,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Ockham House, Room 103","This course will introduce the religious and philosophical traditions of South Asia. Particularly, it will focus on historical, textual, and doctrinal foundations of Hinduism, Buddhism, Jainism, and Sikhism. It will analyze excerpts of their sacred scriptures, survey their beliefs, study their practices, and explore their ethical systems. Additional consideration will be given to contemporary issues facing these traditions.",Ockham House,S,Hurley,Humanities,REL,Religion,261,0,Spring 2016,2016/02/04,2016/05/19,12:15,13:15,"REL,HEPT,INTCL","Religion,Human Expression Primary Text,Intercultural",,0.0,HE,"Course can only fulfill wither REL or HEPT gen ed req, not both",,,,486
161,97174,ART-104-A,58658.0,CART,119,,Y,,Y,,,,W,A,TR,Foundations:Visual Thinking,4,D.Kamm,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Center for the Arts, Room 119",An introduction to the basic elements of visual language through a variety of studio projects and media that investigate the relationship of form and content.  Emphasis is on giving effective visible form to ideas. ,Center for the Arts,D,Kamm,Humanities,ART,Art,104,0,Spring 2016,2016/02/04,2016/05/19,14:30,16:00,HE,Human Expression,,0.0,,This course is recommended for Art and Intermedia majors and minors.  Students can expect to spend $30 on course materials.  This cost may rise depending upon needs.,,,,663
162,97992,REL-490-A,58660.0,,,,,,,,,,W,A,,Senior Project,1,S.Burke,"02/04/2016-05/19/2016 Independent Studies Days to be Announced, Times to be Announced, Room to be Announced",,ARR,S,Burke,Humanities,REL,Religion,490,0,Spring 2016,2016/02/04,2016/05/19,NA,NA,,,,4.0,,,,,,494
163,97251,CHEM-114-A,58661.0,OLIN,102,,Y,,Y,,,,W,A,TR,The Enviro: a Chemical Persp,4,C.Mertzenich,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Olin, Room 102",A study of the environment with emphasis on the relationship between technology and our surroundings. Laboratory work may include field studies in the surrounding area. The course is designed for non-science students with little or no science background. (Students who earn credit for 114 may not earn credit for CHEM 116).,Olin,C,Mertzenich,Sciences,CHEM,Chemistry,114,0,Spring 2016,2016/02/04,2016/05/19,11:00,12:30,NWL,Natural World Lab,,0.0,NWNL,Register for lecture and a lab. ,,,"['CHEM-114L-A01', 'CHEM-114L-A02']",493
164,97252,CHEM-114L-A01,58662.0,SAMP,233,,Y,,,,,,W,A,T, The Env:Chemical Persp Lab,0,C.Mertzenich,"02/04/2016-05/19/2016 Lab Tuesday 12:45PM - 02:15PM, Sampson Hoffland Laboratories, Room 233",,Sampson Hoffland Laboratories,C,Mertzenich,Sciences,CHEM,Chemistry,114L,0,Spring 2016,2016/02/04,2016/05/19,12:45,14:15,,,,0.0,,,,,,497
165,97253,CHEM-114L-A02,58663.0,SAMP,233,,,,Y,,,,W,A,R, The Env:Chemical Persp Lab,0,C.Mertzenich,"02/04/2016-05/19/2016 Lab Thursday 12:45PM - 02:15PM, Sampson Hoffland Laboratories, Room 233",,Sampson Hoffland Laboratories,C,Mertzenich,Sciences,CHEM,Chemistry,114L,0,Spring 2016,2016/02/04,2016/05/19,12:45,14:15,,,,0.0,,,,,,497
166,97254,CHEM-141-A,58664.0,VALD,262,,Y,,Y,,,,W,A,TR,Essentials of Chemistry,4,O.Michels,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Valders, Room 262","A one-semester general chemistry class for students who require or wish to take just one semester of college chemistry with a laboratory component.  Topics will be chosen from the Chemical Principles sequence (Chemistry 151-152) and laboratories will introduce students to basic chemistry lab skills and techniques.  This course is not intended for students going on in chemistry or biology.  Algebra skills are assumed. (Students who earn credit for 141 may not earn credit for CHEM 114, 116, 151 or 152).",Valders Hall of Science,O,Michels,Sciences,CHEM,Chemistry,141,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:30,"NWL,QUANT","Natural World Lab,Quantitative",,0.0,NWNL,"Register for lecture and lab.  Students who earn credit for 141 may not earn credit for 114, 151 or 152.",,,['CHEM-141L-A01'],702
167,97255,CHEM-141L-A01,58665.0,SAMP,233,Y,,,,,,,W,A,M,Essentials of Chemistry Lab,0,O.Michels,"02/04/2016-05/19/2016 Lab Monday 01:45PM - 03:45PM, Sampson Hoffland Laboratories, Room 233",,Sampson Hoffland Laboratories,O,Michels,Sciences,CHEM,Chemistry,141L,0,Spring 2016,2016/02/04,2016/05/19,13:45,15:45,,,,0.0,,,,,,703
168,97256,CHEM-152-A,58666.0,OLIN,102,Y,,Y,,Y,,,W,A,MWF,Chemical Principles II,4,J.Jefferson,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 102",General course intended primarily for students concentrating in the science area. Algebra skills are assumed. ,Olin,J,Jefferson,Sciences,CHEM,Chemistry,152,0,Spring 2016,2016/02/04,2016/05/19,09:15,10:15,"NWL,QUANT","Natural World Lab,Quantitative",,0.0,NWNL,Register for a lecture and a lab section.  Students who earn credit for 151 may not earn credit for either 114 or 141.,,,"['CHEM-152L-01', 'CHEM-152L-02', 'CHEM-152L-03', 'CHEM-152L-04', 'CHEM-152L-05', 'CHEM-152L-06']",504
169,97257,CHEM-152-B,58667.0,VALD,362,,Y,,Y,,,,W,A,TR,Chemical Principles II,4,M.Wilker,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Valders, Room 362",General course intended primarily for students concentrating in the science area. Algebra skills are assumed. ,Valders Hall of Science,M,Wilker,Sciences,CHEM,Chemistry,152,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:30,"NWL,QUANT","Natural World Lab,Quantitative",,0.0,NWNL,Register for a lecture and a lab section. Students who earn credit for 151 may not earn credit for either 114 or 141.,,,"['CHEM-152L-01', 'CHEM-152L-02', 'CHEM-152L-03', 'CHEM-152L-04', 'CHEM-152L-05', 'CHEM-152L-06']",504
170,97258,CHEM-152L-01,58668.0,SAMP,372,Y,,,,,,,W,A,M,Chemical Principles II Lab,0,C.Mertzenich,"02/04/2016-05/19/2016 Lab Monday 02:00PM - 04:00PM, Sampson Hoffland Laboratories, Room 372",,Sampson Hoffland Laboratories,C,Mertzenich,Sciences,CHEM,Chemistry,152L,0,Spring 2016,2016/02/04,2016/05/19,14:00,16:00,,,,0.0,,,,,,522
171,97259,CHEM-152L-02,58669.0,SAMP,372,,Y,,,,,,W,A,T,Chemical Principles II Lab,0,A.Winsauer,"02/04/2016-05/19/2016 Lab Tuesday 11:30AM - 01:30PM, Sampson Hoffland Laboratories, Room 372",,Sampson Hoffland Laboratories,A,Winsauer,Sciences,CHEM,Chemistry,152L,0,Spring 2016,2016/02/04,2016/05/19,11:30,13:30,,,,0.0,,,,,,522
172,97175,ART-108-A,58670.0,CART,204,Y,,Y,,Y,,,W,A,MWF,Foundations: Drawing,4,B.Moore,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 08:00AM - 10:15AM, Center for the Arts, Room 204",This course introduces basic aesthetic and technical aspects of drawing to students as they work to address the challenge of thinking and creating two dimensionally.  Emphasis is on direct observation and translation of objects and environments into drawn images. ,Center for the Arts,B,Moore,Humanities,ART,Art,108,0,Spring 2016,2016/02/04,2016/05/19,08:00,10:15,HE,Human Expression,,0.0,,$25 course fee for live models and materials.,,,,533
173,98115,ART-108-B,58671.0,CART,204,,Y,,Y,,,,W,A,TR,Foundations: Drawing,4,R.Merritt,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 12:45PM - 04:00PM, Center for the Arts, Room 204",This course introduces basic aesthetic and technical aspects of drawing to students as they work to address the challenge of thinking and creating two dimensionally.  Emphasis is on direct observation and translation of objects and environments into drawn images. ,Center for the Arts,R,Merritt,Humanities,ART,Art,108,0,Spring 2016,2016/02/04,2016/05/19,12:45,16:00,HE,Human Expression,,0.0,,$25 course fee for live models and materials.,,,,533
174,97260,CHEM-152L-03,58672.0,SAMP,372,,Y,,,,,,W,A,T,Chemical Principles II Lab,0,J.Jefferson,"02/04/2016-05/19/2016 Lab Tuesday 02:00PM - 04:00PM, Sampson Hoffland Laboratories, Room 372",,Sampson Hoffland Laboratories,J,Jefferson,Sciences,CHEM,Chemistry,152L,0,Spring 2016,2016/02/04,2016/05/19,14:00,16:00,,,,0.0,,,,,,522
175,97261,CHEM-152L-04,58673.0,SAMP,372,,,Y,,,,,W,A,W,Chemical Principles II Lab,0,J.Hedstrom,"02/04/2016-05/19/2016 Lab Wednesday 02:45PM - 04:45PM, Sampson Hoffland Laboratories, Room 372",,Sampson Hoffland Laboratories,J,Hedstrom,Sciences,CHEM,Chemistry,152L,0,Spring 2016,2016/02/04,2016/05/19,14:45,16:45,,,,0.0,,,,,,522
176,98116,ART-110-A,58674.0,CART,130,Y,,Y,,Y,,,W,A,MWF,Handbuilding with Clay,4,J.Madrigal,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 12:15PM - 02:30PM, Center for the Arts, Room 130","This course is designed to introduce students to the basic techniques of handbuilding with clay.  There will be a minor introduction to the pottery-wheel as a tool for generating sculptural forms. Aspects of ceramic history and contemporary practices will also be explored.  Assignments will focus on sculptural design and explore a wide range of shaping, surface treatment and firing methods.",Center for the Arts,J,Madrigal,Humanities,ART,Art,110,0,Spring 2016,2016/02/04,2016/05/19,12:15,14:30,HE,Human Expression,,0.0,,$125 course fee,,,,720
177,97179,ART-200-A,58675.0,CART,204,,Y,,Y,,,,W,A,TR,Painting,4,B.Moore,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Center for the Arts, Room 204 (more)...","An introduction to painting techniques and color theory including a technical understanding of oil media.  A visual vocabulary and the start of personal investigations into life painting and conceptual problems will be explored using still life, landscape, and the human figure as subjects.",Center for the Arts,B,Moore,Humanities,ART,Art,200,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:30,HE,Human Expression,,0.0,,Course fee of $45 for live models and materials.  Students will incur an additional cost on their own of $100-$150.,,,,534
178,97179,ART-200-A,58677.0,CART,204,,Y,,Y,,,,W,A,TR,Painting,4,B.Moore,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Center for the Arts, Room 204 (more)...","An introduction to painting techniques and color theory including a technical understanding of oil media.  A visual vocabulary and the start of personal investigations into life painting and conceptual problems will be explored using still life, landscape, and the human figure as subjects.",Center for the Arts,B,Moore,Humanities,ART,Art,200,0,Spring 2016,2016/02/04,2016/05/19,11:00,12:30,HE,Human Expression,,0.0,,Course fee of $45 for live models and materials.  Students will incur an additional cost on their own of $100-$150.,,,,534
179,97262,CHEM-152L-05,58676.0,SAMP,372,,,,Y,,,,W,A,R,Chemical Principles II Lab,0,A.Winsauer,"02/04/2016-05/19/2016 Lab Thursday 11:30AM - 01:30PM, Sampson Hoffland Laboratories, Room 372",,Sampson Hoffland Laboratories,A,Winsauer,Sciences,CHEM,Chemistry,152L,0,Spring 2016,2016/02/04,2016/05/19,11:30,13:30,,,,0.0,,,,,,522
180,97263,CHEM-152L-06,58678.0,SAMP,372,,,,Y,,,,W,A,R,Chemical Principles II Lab,0,A.Winsauer,"02/04/2016-05/19/2016 Lab Thursday 02:00PM - 04:00PM, Sampson Hoffland Laboratories, Room 372",,Sampson Hoffland Laboratories,A,Winsauer,Sciences,CHEM,Chemistry,152L,0,Spring 2016,2016/02/04,2016/05/19,14:00,16:00,,,,0.0,,,,,,522
181,97265,CHEM-202-A,58679.0,OLIN,102,,Y,,Y,,,,W,A,TR,Analytical Chemistry,4,J.Hedstrom,"02/04/2016-05/12/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Olin, Room 102",An introduction to quantitative analysis with laboratory. The course provides a detailed examination of equilibrium chemistry and its application to gravimetry and titrimetry. The theory and practice of chromatographic separations and spectroscopic detection are introduced.,Olin,J,Hedstrom,Sciences,CHEM,Chemistry,202,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:30,NWL,Natural World Lab,,0.0,NWNL,Register for lecture and a lab.,,,"['CHEM-202L-A01', 'CHEM-202L-A02', 'CHEM-202L-A03']",527
182,97266,CHEM-202L-A01,58680.0,SAMP,331,,Y,,,,,,W,A,T,Analytical Chemistry Lab,0,J.Hedstrom,"02/04/2016-05/19/2016 Lab Tuesday 12:45PM - 03:45PM, Sampson Hoffland Laboratories, Room 331",,Sampson Hoffland Laboratories,J,Hedstrom,Sciences,CHEM,Chemistry,202L,0,Spring 2016,2016/02/04,2016/05/19,12:45,15:45,,,,0.0,,,,,,528
183,97267,CHEM-202L-A02,58681.0,SAMP,331,,,,Y,,,,W,A,R,Analytical Chemistry Lab,0,J.Hedstrom,"02/04/2016-05/19/2016 Lab Thursday 11:00AM - 02:00PM, Sampson Hoffland Laboratories, Room 331",,Sampson Hoffland Laboratories,J,Hedstrom,Sciences,CHEM,Chemistry,202L,0,Spring 2016,2016/02/04,2016/05/19,11:00,14:00,,,,0.0,,,,,,528
184,97268,CHEM-202L-A03,58682.0,SAMP,331,,,,Y,,,,W,A,R,Analytical Chemistry Lab,0,J.Hedstrom,"02/04/2016-05/19/2016 Lab Thursday 02:30PM - 05:30PM, Sampson Hoffland Laboratories, Room 331",,Sampson Hoffland Laboratories,J,Hedstrom,Sciences,CHEM,Chemistry,202L,0,Spring 2016,2016/02/04,2016/05/19,14:30,17:30,,,,0.0,,,,,,528
185,97269,CHEM-242-A,58683.0,VALD,362,Y,,Y,,Y,,,W,A,MWF,Organic Chemistry II,4,B.Chamberlain,"02/05/2016-05/13/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Valders, Room 362","The second of a two-course sequence that examines the structure and reactivity of compounds containing carbon. Topics include the reactivity of aromatic hydrocarbons and molecules containing the carbonyl functional group; parallels between the behavior of these compounds and biomolecules are illustrated. Emphasis is placed on reaction mechanisms and the design of multi-step organic syntheses. Three lectures per week, one three-hour lab per week.",Valders Hall of Science,B,Chamberlain,Sciences,CHEM,Chemistry,242,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:00,,,,0.0,,Register for 1 lecture and 1 lab.,,,"['CHEM-242L-01', 'CHEM-242L-02', 'CHEM-242L-03', 'CHEM-242L-04']",524
186,97271,CHEM-242L-01,58684.0,SAMP,357,,Y,,,,,,W,A,T,Organic Chem II Lab,0,O.Michels,"02/09/2016-05/10/2016 Lab Tuesday 11:00AM - 02:00PM, Sampson Hoffland Laboratories, Room 357","The laboratory will explore a number of the ""name"" reactions of organic chemistry. A number of synthetic sequences will be performed. Spectral characterization of products will be stressed. Prerequisite: 241L. Co/prerequisite: 242.",Sampson Hoffland Laboratories,O,Michels,Sciences,CHEM,Chemistry,242L,0,Spring 2016,2016/02/04,2016/05/19,11:00,14:00,,,,0.0,,, 241L,,,525
187,97272,CHEM-242L-02,58685.0,SAMP,357,,,Y,,,,,W,A,W,Organic Chem II Lab,0,B.Chamberlain,"02/04/2016-05/19/2016 Lab Wednesday 01:30PM - 04:30PM, Sampson Hoffland Laboratories, Room 357","The laboratory will explore a number of the ""name"" reactions of organic chemistry. A number of synthetic sequences will be performed. Spectral characterization of products will be stressed. Prerequisite: 241L. Co/prerequisite: 242.",Sampson Hoffland Laboratories,B,Chamberlain,Sciences,CHEM,Chemistry,242L,0,Spring 2016,2016/02/04,2016/05/19,13:30,16:30,,,,0.0,,, 241L,,,525
188,97273,CHEM-242L-03,58686.0,SAMP,357,,,,Y,,,,W,A,R,Organic Chem II Lab,0,B.Chamberlain,"02/04/2016-05/19/2016 Lab Thursday 11:00AM - 02:00PM, Sampson Hoffland Laboratories, Room 357","The laboratory will explore a number of the ""name"" reactions of organic chemistry. A number of synthetic sequences will be performed. Spectral characterization of products will be stressed. Prerequisite: 241L. Co/prerequisite: 242.",Sampson Hoffland Laboratories,B,Chamberlain,Sciences,CHEM,Chemistry,242L,0,Spring 2016,2016/02/04,2016/05/19,11:00,14:00,,,,0.0,,, 241L,,,525
189,97274,CHEM-242L-04,58687.0,SAMP,357,,,,Y,,,,W,A,R,Organic Chem II Lab,0,B.Chamberlain,"02/04/2016-05/19/2016 Lab Thursday 02:30PM - 05:30PM, Sampson Hoffland Laboratories, Room 357","The laboratory will explore a number of the ""name"" reactions of organic chemistry. A number of synthetic sequences will be performed. Spectral characterization of products will be stressed. Prerequisite: 241L. Co/prerequisite: 242.",Sampson Hoffland Laboratories,B,Chamberlain,Sciences,CHEM,Chemistry,242L,0,Spring 2016,2016/02/04,2016/05/19,14:30,17:30,,,,0.0,,, 241L,,,525
190,97277,CHEM-301-A,58688.0,VALD,362,Y,,Y,,Y,,,W,A,MWF,Biochemistry I,4,J.Jefferson,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Valders, Room 362","An introduction to the chemistry of the four major classes of biological molecules:proteins, sugars, lipids, and nucleic acids.  The relationship between the functional roles of these molecules and their structure and reactivity will be examined using the chemical principles mastered in the prerequisite courses of general chemistry and two semesters of organic chemistry.  This course will fulfill the one-semester biochemistry prerequisite of typical health professional programs.",Valders Hall of Science,J,Jefferson,Sciences,CHEM,Chemistry,301,0,Spring 2016,2016/02/04,2016/05/19,13:30,14:30,,,,0.0,,, courses of general chemistry and two semesters of organic chemistry,,,695
191,97278,CHEM-361-A,58689.0,VALD,375,Y,,Y,,Y,,,W,A,MWF,Quantum Chemistry & Spectrosco,4,M.Wilker,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Valders, Room 375","An introduction to the formalism of quantum mechanics through the core quantum mechanical models of the particle in the box, the harmonic oscillator,the rigid rotor, and the hydrogen atom. Applications of these models are then made to describe various types of spectroscopy used to study chemical systems.",Valders Hall of Science,M,Wilker,Sciences,CHEM,Chemistry,361,0,Spring 2016,2016/02/04,2016/05/19,11:00,12:00,,,,0.0,,,,,,530
192,97279,CHEM-365-A,58690.0,SAMP,334,,Y,,Y,,,,W,A,TR,Spectroscopy & Separation Lab,2,M.Wilker,"02/04/2016-05/19/2016 Lab Tuesday, Thursday 12:45PM - 03:45PM, Sampson Hoffland Laboratories, Room 334","A laboratory introduction to various types of spectroscopy and separation techniques and how they are used in the chemistry laboratory. Techniques will include UV/VIS, IR, fluorescence, and NMR spectroscopy, and liquid and gas phase chromatography.",Sampson Hoffland Laboratories,M,Wilker,Sciences,CHEM,Chemistry,365,0,Spring 2016,2016/02/04,2016/05/19,12:45,15:45,,,,0.0,,,,,,613
193,97281,CHEM-490-A,58691.0,VALD,262,Y,,,,,,,W,A,M,Senior Project,2,O.Michels,"02/08/2016-05/09/2016 Independent Studies Monday 05:30PM - 06:30PM, Valders, Room 262","Each student will write a research paper reporting the results and significance of the project completed to satisfy the Chemistry 490L requirement. In addition, the seminar meets weekly for lectures and discussions led by students, faculty, and visiting scholars. Students who have not completed the prerequisites before the fall semester of their senior year must complete the prerequisites and register for this course in January.",Valders Hall of Science,O,Michels,Sciences,CHEM,Chemistry,490,0,Spring 2016,2016/02/04,2016/05/19,17:30,18:30,,,,0.0,,, before the fall semester of their senior year must complete the ,,,535
194,98118,ART-202-A,58693.0,CART,118,Y,,,,,,,W,A,M,Design Concepts,4,R.Merritt,"02/04/2016-05/19/2016 Lecture Monday 06:00PM - 09:00PM, Center for the Arts, Room 118 (more)...","This studio course examines the organizing principles and possibilities inherent in the production of 2-D and 3-D design.  Information, communication and graphic design will be substantively addressed.  Students will produce an extensive independent design project.",Center for the Arts,R,Merritt,Humanities,ART,Art,202,0,Spring 2016,2016/02/04,2016/05/19,18:00,21:00,,,,0.0,,$20 course fee,,,,726
195,98118,ART-202-A,59545.0,CART,119,Y,,,,,,,W,A,M,Design Concepts,4,R.Merritt,"02/04/2016-05/19/2016 Lecture Monday 06:00PM - 09:00PM, Center for the Arts, Room 118 (more)...","This studio course examines the organizing principles and possibilities inherent in the production of 2-D and 3-D design.  Information, communication and graphic design will be substantively addressed.  Students will produce an extensive independent design project.",Center for the Arts,R,Merritt,Humanities,ART,Art,202,0,Spring 2016,2016/02/04,2016/05/19,18:00,21:00,,,,0.0,,$20 course fee,,,,726
196,97180,ART-206-A,58694.0,CART,118,,Y,,Y,,,,W,A,TR,Graphic Design,4,A.Lurth,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Center for the Arts, Room 118",This course introduces students to the use of raster and vector graphics applications as advanced art-making tools. Students will produce static 2-dimensional works of art that simultaneously explore 2-D design concepts and the cognitive processes of software learning. (Same as THE 206),Center for the Arts,A,Lurth,Humanities,ART,Art,206,0,Spring 2016,2016/02/04,2016/05/19,14:30,16:00,HE,Human Expression,THE 206,0.0,,Course fee is $40. Student may incur additional costs from printing.,,,,815
197,98058,THE-206-A,58695.0,CART,118,,Y,,Y,,,,W,A,TR,Graphic Design,4,A.Lurth,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Center for the Arts, Room 118",This course introduces students to the use of raster and vector graphics applications as advanced art-making tools. Students will produce static 2-dimensional works of art that simultaneously explore 2-D design concepts and the cognitive processes of software learning. (Same as ART 206),Center for the Arts,A,Lurth,Humanities,THE,Theatre,206,0,Spring 2016,2016/02/04,2016/05/19,14:30,16:00,HE,Human Expression,ART 206,0.0,,Course fee is $40.  Student may incur additional costs from printing.,,,,816
198,98119,ART-208-A,58696.0,CART,203,Y,,Y,,Y,,,W,A,MWF,Life Drawing,4,B.Moore,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 12:15PM - 02:30PM, Center for the Arts, Room 203","This studio course provides students with a thorough understanding of the structural anatomy of the human figure with emphasis on proportion, weight distribution, form and mass.",Center for the Arts,B,Moore,Humanities,ART,Art,208,0,Spring 2016,2016/02/04,2016/05/19,12:15,14:30,HE,Human Expression,,0.0,,$40 course fee for live models and materials.,,,,727
199,97182,ART-210-A,58697.0,CART,130,,Y,,Y,,,,W,A,TR,Wheel - Throwing,4,J.Madrigal,"02/04/2016-05/12/2016 Lecture Tuesday, Thursday 12:45PM - 04:00PM, Center for the Arts, Room 130",Emphasis is on producing wheel-thrown pottery in a contemporary context. This course expands the vocabulary of wheel-thrown form and technique. Off-wheel processes will also be explored. This course will introduce students to topics of ceramic history and contemporary ceramic proactices.,Center for the Arts,J,Madrigal,Humanities,ART,Art,210,0,Spring 2016,2016/02/04,2016/05/19,12:45,16:00,HE,Human Expression,,0.0,,Course fee of $125.00 for materials.,,,,817
200,98120,ART-239-A,58699.0,MAIN,113,,Y,,Y,,,,W,A,TR,ST:Mod & Contemp Chinese Art,4,Y.Wang,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Main, Room 113","This course will explore Chinese art from the Late Qing (mid-19th century) through the present, with particular emphasis on artists, works of art, and the institutional, social, artistic, and theoretical contexts from which they emerged. The course will focus on ways in which Chinese artists of the twentieth and twenty-first centuries have defined modernity and their tradition against the complex background of China's history. The course will also examine how Chinese artists have chosen to adopt Western conventions and the extent to which they have rejected them. Through examining art works in different media, including oil painting, graphic design, woodblock prints, traditional ink-and-color painting, and recent performance, installation and video art, along with theoretical writing, bibliographical and institutional data, and other documentary materials, the course will investigate the most compelling of the multiple realities that Chinese artists have constructed for themselves. By learning about the complexity of modern and contemporary Chinese art, and the historical forces behind them, students will gain fuller understanding of twentieth-century modernism. ",Main Building,Y,Wang,Humanities,ART,Art,239,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:30,"HIST,HEPT","Historical,Human Expression Primary Text",,0.0,HE,Course fee of $35 for field trip to museums.,,,,848
201,97185,ART-252-A,58700.0,MAIN,113,Y,,Y,,Y,,,W,A,MWF,Survey of Western Art II,4,K.Elliott,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Main, Room 113","This course introduces students to the different styles and functions of art in the Western world from Renaissance to the present day.  Our approach will be selective rather than comprehensive, and therefore we will examine the major monuments and art works from 1400 to 2012.  The course will be a combination of lecture and discussion, prompted by various in-class activities designed to help students critically engage the art, our readings, and the techniques of art history.",Main Building,K,Elliott,Humanities,ART,Art,252,0,Spring 2016,2016/02/04,2016/05/19,09:15,10:15,"HEPT,HIST","Human Expression Primary Text,Historical",,0.0,HE,,,,,538
202,97189,ART-300-A,58701.0,CART,204,,Y,,Y,,,,W,A,TR,Intermediate Painting,4,B.Moore,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Center for the Arts, Room 204 (more)...","This class will focus on contemporary issues of pictorial space, the development of imagery and the process of abstraction from observation. Personal painting language and direction is addressed as a major topic.  Discussions and critiques are held on a regular basis.",Center for the Arts,B,Moore,Humanities,ART,Art,300,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:30,,,,0.0,,Course fee of $45 for live models and materials.  Students will incur an additional cost on their own of $100.00-$150.00.,,,,540
203,97189,ART-300-A,58702.0,CART,204,,Y,,Y,,,,W,A,TR,Intermediate Painting,4,B.Moore,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Center for the Arts, Room 204 (more)...","This class will focus on contemporary issues of pictorial space, the development of imagery and the process of abstraction from observation. Personal painting language and direction is addressed as a major topic.  Discussions and critiques are held on a regular basis.",Center for the Arts,B,Moore,Humanities,ART,Art,300,0,Spring 2016,2016/02/04,2016/05/19,11:00,12:30,,,,0.0,,Course fee of $45 for live models and materials.  Students will incur an additional cost on their own of $100.00-$150.00.,,,,540
